Customer_ID,Full_Name,Gender,Age,Join_Date,Annual_Income,Credit_Score,Spending_Score,City,Loyalty_Member
CUST-1755,Jane Garcia,M,55,2024-10-26,46700.0,732.0,33.0,SF,yes
 CUST-1260 ,Olivia Garcia,Male,68,,"$76,100.00",753.0,35.0,New York,Yes
CUST-1573,  olivia johnson  ,male,22,2022-02-18,"$2,500,000.00",599.0,91.0,New York,YES
CUST-1084,Olivia Rodriguez,m,70,22/07/2023,"$2,500,000.00",763.0,97.0, NY ,no
CUST-1948,MICHAEL BROWN,m,65,2024-01-23,"$58,000.00",694.0,12.0, NY ,Yes
CUST-1598,Jane Miller,Male,74,2019-03-08,"$43,300.00",,24.0,New York,No
CUST-1138,David Jones,Female,41,11/03/2021,"$76,800.00",792.0,79.0, NY ,No
CUST-1292,JOHN DAVIS,Female,40,03-22-2022,93900.0,624.0,37.0,Chicago,yes
CUST-1047,James Jones,male,31,2020-02-23,"$61,600",659.0,10.0,chicago,Yes
CUST-1141,JOHN MILLER,Female,,,,,87.0,SF,No
CUST-1588,Emily Davis,M,36,12-12-2022,"$56,300.00",633.0,24.0,New York,YES
CUST-1541,Emily Martinez,Female,,2019-12-28,"$24,800.00",584.0,94.0,New York,Y
 CUST-1430 ,Olivia Rodriguez,Male,34,"May 20, 2019","$31,600",579.0,41.0,New York,Yes
CUST-1139,Robert Miller,female,29,20/11/2021,72900.0,1050.0,83.0,Chicago,Yes
CUST-1415,  jane garcia  ,Male,29,2019-06-26,N/A,660.0,,Chicago,No
CUST-1906,ROBERT GARCIA,male,74,2019-03-07,"$78,600",575.0,97.0,New York,no
CUST-1224,John Williams,male,62,2020-11-10,"$45,400",680.0,19.0,San Francisco,Yes
CUST-1371,  jane rodriguez  ,Female,57,05/01/2021,"$95,100",800.0,34.0,NYC,YES
CUST-1274,Sarah Martinez,M,71,2022-10-02,"$40,000",607.0,7.0,New York,true
CUST-1651,Emily Garcia,female,31,13/12/2024,53500.0,840.0,9.0,chicago,Yes
CUST-1644,Emily Davis,Female,19,11-10-2019,"$72,800.00",685.0,89.0,New York,no
CUST-1739,DAVID BROWN,Male,29,2020-10-20,,613.0,83.0,chicago,no
CUST-1617,Olivia Williams,m,34,02-06-2022,"$93,900.00",,12.0,NYC,No
CUST-1738,Emily Davis,male,61,2020-02-18,"$97,100",725.0,50.0,San Francisco,N
CUST-1613,  olivia rodriguez  ,Male,,12/06/2022,"$51,600",726.0,14.0,New York,No
CUST-1727,JANE RODRIGUEZ,Female,37,2023-10-27,"$68,800.00",686.0,38.0,chicago,no
CUST-1717,John Garcia,Female,48,11/12/2022,"$70,900",630.0,33.0,San Francisco,No
CUST-1924,John Brown,m,66,22/12/2020,"$53,600.00",754.0,28.0,San Francisco,YES
 CUST-1610 ,Michael Rodriguez,Female,56,12/11/2024,"$102,700.00",623.0,1.0,San Francisco,N
 CUST-1620 ,David Williams,Female,24,,"$66,500.00",674.0,26.0,New York,N
CUST-1654,James Smith,Woman,210,08-09-2022,"$2,500,000.00",840.0,94.0,Chicago,Y
CUST-1177,,Female,47,"August 22, 2024","$47,800.00",646.0,82.0,chicago,no
CUST-1858,Jane Davis,F,65,2019-12-12,"$66,800.00",574.0,64.0,new york,yes
CUST-1321,Jane Williams,m,,07-06-2020,"$70,600",765.0,60.0,Chicago,YES
CUST-1602,John Smith,Female,62,2019-12-06,36200.0,688.0,73.0,Chicago,YES
CUST-1146,Olivia Davis,f,50,2020-11-21,"$59,500",587.0,22.0,New York,No
CUST-1908,Emily Brown,Female,27,2020-03-22,"$2,500,000.00",662.0,95.0,new york,No
,James Davis, Man ,59,2020-08-19,"$50,900.00",1050.0,92.0,New York,No
CUST-1039,James Martinez,Male,,2023-06-25,57000.0,655.0,41.0,San Francisco,
 CUST-1030 ,Michael Johnson,f,33,05-05-2022,"$74,300",633.0,,Chicago,No
CUST-1242,Olivia Rodriguez,M,75,20/12/2024,52400.0,587.0,42.0,Chicago,yes
CUST-1701,Emma Martinez,Woman,64,"June 03, 2024","$93,700",670.0,63.0,New York,true
CUST-1136,Olivia Garcia,Male,22,2019-08-08,N/A,721.0,65.0,San Francisco,No
 CUST-1310 ,Sarah Davis,Male,60 yrs,2020-10-23,"$60,400.00",617.0,71.0,san francisco,No
CUST-1087,Michael Smith,Male,27,2021-08-01,84400.0,629.0,37.0,chicago,Yes
CUST-1248,  james johnson  ,Female,30,2020-01-03,"$76,100.00",709.0,64.0,San Francisco,No
CUST-1147,Sarah Brown,male,58,2021-04-10,46000.0,795.0,10.0,new york,false
CUST-1454,,M,37,"February 23, 2023",42400.0,719.0,98.0,San Francisco,no
CUST-1003,David Davis,Woman,67,13/04/2022,57400.0,721.0,53.0,New York,N
CUST-1111,Sarah Davis,Male,18,"November 19, 2022",56300.0,773.0,74.0, NY ,No
CUST-1677,Sarah Martinez,Male,32,12/01/2019,"$74,300",676.0,3.0,New York,no
CUST-1123,Robert Jones,Female,66,02-20-2024,72400.0,675.0,97.0,Chicago,Yes
CUST-1453,Sarah Brown,Male,,23/03/2021,"$66,800",683.0,12.0,Chicago,No
CUST-1885,John Garcia,Male,,27/09/2021,"$48,400",818.0,76.0,San Francisco,Yes
CUST-1069,Jane Brown,Female,68,24/02/2019,"$27,300",650.0,92.0,New York,No
CUST-1522,James Williams,Female,31,2020-12-17,"$87,200.00",656.0,81.0,san francisco,No
CUST-1314,Emma Martinez,Male,58,2023-04-19,N/A,730.0,34.0,Chicago,false
CUST-1039,Jane Rodriguez,Female,18,2023-09-12,,546.0,80.0,SF,no
CUST-1319,Sarah Smith,Male,,12-05-2022,"$75,700",670.0,38.0,New York,No
CUST-1438,John Rodriguez,Male,18,"May 21, 2022","$47,800",807.0,67.0,chicago,true
CUST-1847,David Jones,female,19,2023-03-19,"$99,100",580.0,8.0,Chicago,yes
CUST-1005,JANE JONES,Male,52,17/01/2021,"$41,100",,66.0,Chicago,no
 CUST-1100 ,Michael Davis,female,73,2024-06-27,62400.0,640.0,98.0,San Francisco,Yes
CUST-1809,Robert Johnson,Female,65,"February 21, 2021","$53,100.00",762.0,65.0,San Francisco,Yes
CUST-1548,Jane Smith,Male,56,2020-05-16,"$60,800.00",726.0,7.0,New York,no
CUST-1527,James Williams,female,53,,"$45,700",621.0,31.0,NYC,Yes
CUST-1873,Robert Williams,Female,70,2020-01-05,33900.0,717.0,70.0,Chicago,Y
CUST-1157,Emily Rodriguez,Female,25,10/04/2022,"$81,700.00",639.0,,San Francisco,No
CUST-1439,  emily jones  , Man ,67,2024-12-05,34600.0,660.0,28.0,,Yes
CUST-1036,Jane Williams,Female,56,2022-10-21,"$68,500",703.0,30.0,San Francisco,Yes
CUST-1227,Sarah Williams,Male,60,"April 06, 2020","$54,300",628.0,65.0,new york,Y
CUST-1942,Emma Jones,male,-12,02/03/2020,"$69,500",666.0,99.0,San Francisco,no
CUST-1566,David Smith,f,40,2019-10-07,"$64,400",717.0,37.0,new york,true
CUST-1056,James Smith,Male,26,25/06/2019,"$35,200.00",694.0,98.0,New York,yes
CUST-1875,David Martinez,Female,-12,"September 02, 2020","$76,100",675.0,16.0,SF,No
CUST-1066,Sarah Rodriguez,Male,54,22/03/2022,80600.0,693.0,23.0,New York,No
CUST-1067,Michael Davis,F,54,10-20-2021,"$74,000.00",774.0,88.0,new york,Yes
CUST-1051,Sarah Martinez,Woman,24,,"$76,100",684.0,49.0,Chicago,No
CUST-1211,Emily Garcia,Male,-3,"September 06, 2020","$90,300",620.0,9.0,NYC,YES
CUST-1012,David Miller,Female,70,04-05-2020,"$91,700",734.0,26.0,New York,No
CUST-1133,Emma Martinez,Male,60,2019-11-01,22000.0,676.0,12.0,Chicago,yes
CUST-1695,Jane Smith,Female,44 yrs,"March 16, 2019","$92,500.00",771.0,89.0,new york,N
CUST-1299,Michael Johnson,female,40,2024-02-14,"$79,700.00",711.0,90.0,San Francisco,
CUST-1485,Michael Martinez,female,46,2024-06-24,54200.0,584.0,2.0,San Francisco,true
CUST-1816,Emma Jones,Female,21,2024-06-19,N/A,763.0,10.0,San Francisco,no
CUST-1166,Sarah Brown, Man ,,28/06/2020,"$76,500.00",829.0,53.0,,No
CUST-1494,Emma Davis,female,53,invalid_date_str,"$62,200",680.0,, NY ,yes
CUST-1058,Emily Miller,female,33,2022-03-05,"$72,100",616.0,36.0,New York,No
 CUST-1230 ,John Brown,female,66,15/01/2019,,664.0,95.0,NYC,Y
CUST-1405,  emma garcia  ,Female,33,13/11/2021,46400.0,649.0,5.0,Chicago,No
CUST-1124,Emma Miller,Female,55,2024-05-26,73300.0,695.0,145.0,San Francisco,No
CUST-1732,David Williams,Male,53,07/11/2021,"$75,400.00",710.0,81.0,chicago,Yes
CUST-1212,  james smith  ,M,34,21/01/2022,"$2,500,000.00",999.0,15.0,new york,Y
CUST-1714,OLIVIA GARCIA,male,42,09-19-2019,"$86,600",,15.0,Chicago,Y
 CUST-1710 ,Robert Smith,Female,41,20/02/2019,-5000,739.0,2.0,Chicago,false
CUST-1134,Sarah Brown,f,59,invalid_date_str,"$41,300.00",742.0,61.0,san francisco,No
CUST-1273,Emma Smith,Male,210,23/08/2024,"$61,200",515.0,52.0,Chicago,Yes
CUST-1427,Jane Johnson,male,47,2021-10-14,"$75,700",645.0,21.0,Chicago,no
CUST-1362,Jane Garcia,Female,,2024-07-03,"$24,500",704.0,145.0,NYC,No
CUST-1237,James Brown,female,18,"November 05, 2020","$2,500,000.00",671.0,40.0,New York,true
CUST-1479,Olivia Rodriguez,Male,-3,2021-03-18,"$19,400",726.0,180.0,New York,No
,Robert Brown,Female,18,2024-03-10,"$93,300",619.0,26.0,new york,Yes
CUST-1006,Jane Davis,male,27,invalid_date_str,"$61,100",722.0,80.0,Chi-Town,Yes
CUST-1081,Sarah Brown, Man ,48,11/02/2023,"$52,700",823.0,20.0,Chicago,No
CUST-1311,  emily jones  ,Woman,71,24/02/2020,-5000,605.0,52.0,SF,No
CUST-1118,OLIVIA MILLER,Male,58,2023-11-21,,777.0,60.0,Chicago,
 CUST-1190 ,Jane Jones,Female,54 yrs,06-03-2022,"$64,500",682.0,68.0,San Francisco,No
CUST-1534,  emily smith  ,F,55,13/05/2021,"$71,300.00",600.0,91.0,San Francisco,Yes
CUST-1818,David Davis,male,32,2024-06-21,"$63,700.00",551.0,43.0,NYC,yes
CUST-1163,Robert Martinez,M,54,2021-03-17,"$85,900.00",809.0,69.0,New York,NO
CUST-1215,Emma Johnson,Male,21,07-12-2019,46600.0,999.0,89.0,Chicago,true
CUST-1532,DAVID MILLER,male,18,2020-06-15,"$43,300",721.0,89.0,new york,true
CUST-1027,Olivia Martinez,Female,40,05/01/2021,"$15,000.00",761.0,31.0,san francisco,No
CUST-1181,Emma Brown,F,24,01-10-2022,N/A,563.0,27.0,,Yes
CUST-1428,JOHN GARCIA,male,65,10-10-2021,"$43,600.00",774.0,145.0,Chicago,No
CUST-1888,  james miller  ,Male,75,2019-12-07,"$45,900",529.0,4.0,San Francisco,yes
CUST-1842,Michael Johnson,male,150,"September 25, 2022","$47,700.00",703.0,64.0,Chicago,no
CUST-1721,John Williams,male,24,2020-12-06,82000.0,671.0,46.0,Chicago,no
CUST-1523,JAMES DAVIS,m,60 yrs,17/03/2021,"$27,900",,,Chi-Town,No
CUST-1936,Robert Jones,m,45,21/12/2021,"$69,600",608.0,15.0,New York,NO
 CUST-1160 ,David Miller,Female,59,23/01/2023,"$72,800.00",610.0,21.0,Chicago,true
CUST-1354,Olivia Miller,Female,38,"September 04, 2024","$42,900.00",699.0,75.0,New York,Y
 CUST-1140 ,  john garcia  ,Female,37,12-07-2020,"$129,900.00",733.0,93.0,New York,No
CUST-1597,John Martinez,Female,44,03/08/2023,"$2,500,000.00",673.0,29.0,New York,yes
,,male,58,"March 26, 2023",50700.0,699.0,54.0,New York,Y
,John Williams,female,57,07-05-2019,63800.0,719.0,71.0,San Francisco,Yes
CUST-1025,Olivia Garcia,Female,18,2020-12-08,42200.0,582.0,83.0,New York,yes
CUST-1336,,female,30,2023-04-19,"$63,700.00",585.0,57.0,San Francisco,false
CUST-1549,Emma Rodriguez,m,50,21/10/2024,"$89,100.00",756.0,87.0,San Francisco,yes
CUST-1047,Emily Williams,Male,28,10-18-2023,"$47,600",655.0,145.0,San Francisco,NO
CUST-1318,MICHAEL WILLIAMS,male,62,03-15-2023,"$60,000",658.0,,Chicago,yes
CUST-1106,Emily Miller,male,73,"March 14, 2022","$23,500.00",691.0,,san francisco,No
CUST-1865,Olivia Garcia,Male,0,04/05/2021,"$41,800.00",709.0,77.0,Chicago,No
CUST-1055,David Smith,Female,60 yrs,08-03-2022,"$69,000",672.0,26.0,San Francisco,No
CUST-1692,David Smith,Male,65,13/03/2022,54500.0,582.0,11.0,Chicago,No
CUST-1213,Emily Martinez,M,19,"April 17, 2019","$50,900",637.0,25.0,san francisco,yes
 CUST-1120 ,John Garcia,male,,2019-02-08,"$76,500.00",811.0,76.0,San Francisco,No
CUST-1851,Emily Rodriguez,f,28,"December 18, 2019","$64,200.00",655.0,99.0,San Francisco,Y
CUST-1478,  olivia davis  ,Female,,2019-05-07,"$75,100",586.0,6.0,Chicago,Y
CUST-1044,Michael Davis,m,33,2019-11-04,49000.0,629.0,12.0,New York,No
CUST-1072,Olivia Brown,f,26,,92600.0,625.0,28.0,san francisco,No
 CUST-1410 ,Michael Brown,Male,56,23/02/2022,29600.0,696.0,5.0,Chicago,No
CUST-1649,Emma Brown,female,72,"July 15, 2020",87800.0,611.0,90.0,SF,no
CUST-1806,Emily Smith, Man ,55,15/05/2019,,532.0,68.0, NY ,yes
CUST-1545,Emily Williams,M,60,20/03/2022,78700.0,616.0,90.0,New York,Yes
CUST-1432,DAVID DAVIS,female,22,2021-09-14,"$41,300",590.0,82.0,chicago,false
 CUST-1490 ,Olivia Brown,male,-12,20/07/2019,"$57,000",619.0,60.0,san francisco,yes
CUST-1017,JOHN BROWN,M,29,"March 11, 2022","$39,500",589.0,45.0,San Francisco,Yes
CUST-1848,Emma Rodriguez,Female,40 yrs,11/07/2021,47900.0,710.0,71.0,New York,Y
CUST-1596,James Williams,Female,29,08-13-2020,"$59,500",,98.0,New York,true
 CUST-1780 ,JOHN MILLER,Female,,09/09/2020,-5000,654.0,49.0,San Francisco,Y
CUST-1583,JAMES GARCIA,female,71,2019-09-01,"$88,800.00",770.0,20.0,New York,yes
,Emma Miller,Male,68,10/08/2024,"$61,600.00",757.0,93.0,New York,No
CUST-1325,David Garcia,Female,58,"May 26, 2020",45400.0,771.0,,New York,Yes
CUST-1554,  emma jones  ,Female,61,"October 24, 2024",64300.0,608.0,31.0,New York,yes
 CUST-1050 ,David Williams, Man ,49,invalid_date_str,"$38,600",690.0,80.0,San Francisco,yes
CUST-1316,Jane Jones,Female,74,2023-12-13,69800.0,716.0,87.0,San Francisco,no
CUST-1666,John Garcia,female,41,01-21-2022,"$26,300",537.0,94.0,new york,No
CUST-1246,Robert Brown,male,68,,"$78,300",709.0,19.0,New York,No
 CUST-1570 ,Jane Jones,Male,59,20/03/2020,-5000,778.0,42.0,Chicago,Yes
CUST-1736,Sarah Williams,Female,37,07-27-2022,68000.0,737.0,87.0,Chicago,yes
CUST-1113,Emma Williams,Female,63,2019-01-08,"$53,800.00",,60.0,New York,no
CUST-1092,Michael Johnson,Female,,06/05/2020,"$55,200",717.0,,new york,No
 CUST-1590 ,Emily Williams,Male,75,07-01-2022,"$60,300.00",784.0,29.0,Chicago,No
 CUST-1060 ,  olivia smith  ,F,150,10-25-2020,"$52,600.00",732.0,19.0,new york,yes
CUST-1433,David Davis,Male,71,13/01/2019,"$76,300",630.0,68.0,NYC,No
CUST-1777,Robert Smith,m,33,09/01/2022,"$92,800.00",720.0,,San Francisco,
CUST-1092,JOHN MILLER,male,71,01/09/2024,"$87,800.00",728.0,4.0,New York,yes
 CUST-1930 ,Michael Jones,Female,39,03/10/2020,"$72,300.00",592.0,14.0,San Francisco,No
CUST-1464,Sarah Johnson,Male,31,,"$54,400",840.0,42.0,new york,No
CUST-1351,David Brown,Male,,01-07-2024,"$66,000.00",578.0,100.0,Chicago,No
 CUST-1060 ,  sarah miller  ,Female,63,25/12/2024,"$73,300.00",597.0,72.0,new york,no
 CUST-1280 ,Sarah Williams,F,20,19/08/2023,"$88,800.00",823.0,57.0, NY ,NO
CUST-1497,David Miller,male,21,2019-09-20,"$67,600.00",705.0,90.0,New York,No
CUST-1052,Jane Martinez,Male,45,26/01/2019,"$61,800",731.0,40.0,New York,YES
CUST-1359,David Jones,female,62,2023-11-26,"$66,500",642.0,24.0,New York,No
,James Johnson,F,50,03/05/2020,"$86,600.00",636.0,7.0,,Yes
CUST-1591,  john garcia  ,male,49 yrs,2021-10-23,"$81,700",782.0,60.0,San Francisco,Yes
 CUST-1910 ,Robert Jones,Female,26 yrs,2022-04-06,"$77,100.00",649.0,47.0,Chicago,No
CUST-1774,  john jones  ,m,65,09-10-2022,"$52,700.00",707.0,6.0,new york,Yes
CUST-1481,EMMA DAVIS,Female,70,2020-12-28,39700.0,,,Chicago,No
CUST-1536,EMMA DAVIS,Female,26,2023-10-10,"$80,400",,40.0,New York,Yes
CUST-1781,  olivia smith  ,Male,39,"November 13, 2019","$84,700.00",999.0,83.0,San Francisco,No
CUST-1182,Sarah Johnson,m,42,2024-04-13,"$57,900.00",602.0,87.0,New York,yes
CUST-1097,  john brown  ,female,33,20/01/2020,,715.0,23.0,New York,No
CUST-1903,  olivia williams  ,Male,50,23/08/2023,"$69,200.00",,79.0,San Francisco,Yes
 CUST-1110 ,Sarah Martinez,female,59 yrs,2021-11-17,"$92,400.00",1050.0,73.0,new york,Yes
 CUST-1370 ,JOHN DAVIS,female,73,2022-09-26,"$61,900",692.0,59.0,New York,false
CUST-1458,Emily Johnson,Male,41,20/10/2021,40900.0,726.0,56.0,Chicago,Yes
CUST-1239,JOHN RODRIGUEZ,Male,61,2019-04-22,"$32,300",633.0,96.0,san francisco,No
CUST-1115,Emily Davis,Male,53 yrs,11-25-2022,"$68,900",598.0,42.0,Chicago,No
CUST-1678,Emma Rodriguez,m,28,02-25-2022,"$78,600",700.0,77.0,San Francisco,No
CUST-1931,John Jones,m,20,02-09-2020,81400.0,712.0,98.0,Chicago,Yes
CUST-1204,Robert Davis,male,41,"February 24, 2021","$51,300.00",734.0,70.0,New York,yes
CUST-1888,  james miller  ,Male,75,2019-12-07,"$45,900",529.0,4.0,San Francisco,yes
CUST-1872,John Williams,male,47,13/09/2021,94900.0,719.0,41.0,SF,YES
CUST-1261,Michael Miller,Female,22,,"$87,300",630.0,8.0,chicago,Yes
CUST-1538,Michael Brown,Female,25,2020-10-06,85600.0,648.0,89.0,Chicago,Y
CUST-1713,DAVID JONES,Female,45,03-12-2019,"$82,900.00",673.0,,San Francisco,Yes
CUST-1243,Robert Martinez,Male,31,,"$63,300",735.0,25.0,Chicago,No
CUST-1339,Jane Garcia,female,73,08-26-2019,56400.0,680.0,145.0,San Francisco,YES
CUST-1718,Emily Garcia,,66,10-15-2020,"$104,000.00",615.0,6.0,San Francisco,N
CUST-1716,  david davis  ,Female,22,2022-06-19,"$67,000.00",724.0,47.0,,true
CUST-1836,James Brown,Female,50,05/12/2021,"$94,900.00",695.0,4.0,Chicago,yes
CUST-1183,James Miller,Male,40,2019-07-13,,750.0,91.0,New York,yes
,,M,61,"June 11, 2022","$71,400",,47.0,New York,No
CUST-1067,Jane Johnson,female,58,03/08/2023,"$118,200.00",675.0,,San Francisco,YES
CUST-1111,Michael Garcia,male,55 yrs,08-07-2023,"$16,300",716.0,57.0,New York,N
CUST-1879,Robert Williams,F,38,2022-03-26,"$83,500",652.0,72.0,San Francisco,Y
 CUST-1080 ,David Miller,F,45,13/10/2023,82600.0,716.0,100.0,Chicago,Y
CUST-1542,James Rodriguez,Female,39,07/08/2024,"$77,900.00",685.0,95.0,San Francisco,Yes
CUST-1857,James Davis,M,74,"March 14, 2021","$107,500",652.0,91.0,Chicago,YES
CUST-1238,Robert Smith,Male,43,11-25-2021,"$33,900",634.0,47.0,Chicago,yes
CUST-1029,Emily Rodriguez,M,51,03-13-2022,"$66,500",684.0,25.0, NY ,NO
CUST-1783,Olivia Williams,F,185,2019-06-07,58800.0,706.0,77.0,new york,Yes
CUST-1471,John Davis,Male,32,2019-05-13,"$96,300.00",578.0,29.0,San Francisco,no
CUST-1032,Emma Martinez,Male,70,2024-02-01,"$67,200",737.0,28.0,New York,YES
CUST-1165,Robert Brown,female,41,04/04/2020,"$71,600.00",637.0,83.0,san francisco,no
CUST-1248,David Williams,male,-12,"June 01, 2024","$68,600",683.0,43.0,SF,Yes
CUST-1307,ROBERT DAVIS,Male,68,"November 13, 2022","$49,100",616.0,4.0, NY ,Yes
CUST-1909,,Female,67,06-02-2024,,547.0,50.0,NYC,No
 CUST-1210 ,Robert Williams,male,,04-07-2022,-5000,607.0,25.0,New York,yes
CUST-1334,John Smith,Male,54,03-13-2024,"$27,100",608.0,13.0,San Francisco,No
CUST-1097,John Garcia,Female,44,24/10/2020,"$35,200.00",,55.0,San Francisco,Yes
 CUST-1660 ,James Johnson,M,71,09/08/2024,"$2,500,000.00",635.0,180.0,New York,No
CUST-1116,Sarah Rodriguez,M,70,06/02/2019,"$80,700.00",646.0,68.0,New York,No
,Sarah Johnson,Female,40,08-13-2020,15000,705.0,82.0,New York,No
CUST-1065,John Brown,Male,18,03/01/2022,"$80,900.00",668.0,72.0,san francisco,no
CUST-1741,David Williams,male,,,"$53,400",686.0,45.0,New York,Yes
CUST-1785,Sarah Davis,Male,57 yrs,04-15-2024,"$83,500",740.0,71.0,Chi-Town,YES
CUST-1175,David Rodriguez,Female,72,23/08/2021,76200.0,747.0,70.0,Chi-Town,No
CUST-1302,Sarah Garcia,f,39,02-15-2022,"$76,100.00",650.0,52.0,new york,NO
CUST-1059,Robert Jones,male,,02-16-2022,"$49,400",743.0,4.0,Chicago,Yes
CUST-1388,Jane Brown,Male,,12-10-2024,"$71,300",644.0,11.0,san francisco,Yes
CUST-1235,David Johnson,F,31,15/07/2021,"$65,700.00",560.0,39.0,San Francisco,No
CUST-1876,Jane Miller,Male,35,"October 12, 2023","$74,200.00",674.0,7.0,New York,
CUST-1767,Sarah Brown,female,29,12-11-2023,"$67,400",999.0,41.0,San Francisco,no
CUST-1305,Emma Rodriguez,Woman,34,2024-06-18,47400.0,565.0,9.0,chicago,No
CUST-1832,Emma Brown,M,28 yrs,08/02/2024,"$78,900",627.0,15.0,NYC,Y
CUST-1043,Jane Williams,Male,42 yrs,2020-06-21,"$26,200.00",840.0,82.0,SF,No
CUST-1249,Robert Miller,Male,21,03-02-2024,"$66,700.00",,41.0,new york,No
CUST-1862,Emily Garcia,Male,185,,"$62,700",999.0,90.0,SF,YES
CUST-1071,EMILY WILLIAMS,F,19,2020-08-21,,525.0,19.0,san francisco,Yes
CUST-1094,Emma Martinez,male,63,"April 08, 2019","$112,900.00",597.0,14.0,san francisco,No
CUST-1589,James Miller,Female,33,"September 10, 2021",,690.0,41.0,Chicago,no
CUST-1033,  sarah davis  ,female,53,2019-09-15,,606.0,180.0,Chicago,Yes
CUST-1844,Michael Brown,female,44,03/02/2022,"$81,800",548.0,35.0,New York,Yes
CUST-1448,Emma Miller,Male,23,2022-07-14,"$64,600",637.0,20.0,San Francisco,no
CUST-1445,Emily Johnson,Male,52,2024-07-14,"$89,700",662.0,23.0,Chicago,no
CUST-1013,JOHN DAVIS,male,33,06/02/2019,"$55,400.00",738.0,30.0,New York,no
 CUST-1630 ,Michael Miller,Male,52,"November 10, 2023","$85,400",707.0,88.0, NY ,Yes
CUST-1798,David Jones,Female,61,05/01/2021,"$61,400",659.0,33.0,San Francisco,Yes
CUST-1077,EMMA WILLIAMS,m,43,02-20-2022,"$70,900",658.0,12.0,New York,yes
CUST-1084,James Rodriguez,Female,,2020-03-13,62200.0,,43.0,Chicago,No
CUST-1582,  michael johnson  ,M,19,10-26-2024,"$48,400.00",641.0,30.0,San Francisco,N
CUST-1082,Robert Smith,Male,37,2021-03-07,"$40,200.00",608.0,33.0, NY ,Yes
CUST-1457,David Miller,Male,28,2020-03-07,"$96,100",554.0,73.0,Chicago,No
CUST-1796,James Jones,Male,20,14/08/2021,"$67,400.00",648.0,58.0, NY ,No
CUST-1436,Emily Brown,Female,52,"October 11, 2023",90000.0,622.0,48.0,New York,Yes
 CUST-1890 ,JANE SMITH,Male,35,2020-11-05,72800.0,1050.0,61.0,New York,No
CUST-1015,James Garcia,Female,58,"October 21, 2019","$42,700",518.0,91.0,New York,No
CUST-1404,Sarah Davis,Male,32,"February 03, 2019","$15,000.00",999.0,85.0,Chicago,No
CUST-1135,ROBERT WILLIAMS,Female,28,"October 20, 2020",71900.0,626.0,79.0,New York,Yes
CUST-1668,Michael Garcia,Female,68,06-17-2020,-5000,789.0,85.0,SF,Yes
CUST-1889,David Miller,male,24,invalid_date_str,"$84,600.00",715.0,79.0,San Francisco,YES
CUST-1104,James Williams,Male,40,08/01/2020,"$57,100",833.0,90.0,New York,Yes
CUST-1823,MICHAEL BROWN,M,60,"March 25, 2020","$100,700.00",600.0,88.0,new york,NO
 CUST-1650 ,James Miller,Male,,19/04/2023,"$103,100",590.0,62.0,san francisco,Yes
CUST-1062,Michael Davis,male,33,2023-09-06,"$39,200",715.0,180.0,San Francisco,Yes
CUST-1281,James Davis,M,49,06-13-2020,46300.0,721.0,81.0,San Francisco,Yes
CUST-1711,Michael Martinez,Male,67,16/09/2021,,595.0,34.0,San Francisco,No
CUST-1238,Emily Martinez,Male,24,2023-01-08,79900.0,692.0,17.0,San Francisco,Yes
CUST-1223,David Smith,Female,55,2019-01-01,"$87,800",,17.0,New York,No
CUST-1145,James Miller,Male,54,"November 18, 2022","$63,700.00",999.0,79.0,Chicago,Yes
CUST-1211,JAMES MILLER,Male,21,25/03/2022,"$55,700",706.0,47.0,San Francisco,true
CUST-1373,SARAH SMITH,Male,25,,"$79,900",721.0,11.0,San Francisco,No
CUST-1118,Robert Rodriguez,M,22,23/02/2024,"$99,500.00",596.0,93.0,San Francisco,YES
CUST-1869,Michael Williams,Male,69,,"$62,500",779.0,27.0,New York,YES
 CUST-1250 ,  david rodriguez  ,Male,40,03/10/2021,58400.0,608.0,88.0,New York,Yes
CUST-1249,  olivia johnson  ,F,23,2019-03-17,"$63,600",698.0,89.0,new york,No
CUST-1009,,Male,74,2020-07-26,47500.0,1050.0,17.0,new york,no
CUST-1449,James Garcia,male,42,27/01/2023,41900.0,752.0,81.0,San Francisco,Yes
CUST-1947,Robert Miller, Man ,25,09/10/2022,"$68,400",699.0,35.0,Chicago,YES
CUST-1389,David Davis,Female,33,09-24-2020,"$48,500",787.0,15.0,San Francisco,Yes
CUST-1672,Jane Miller,male,23,16/07/2023,39700.0,694.0,78.0,new york,N
CUST-1026,Jane Johnson,Female,29,27/09/2020,"$2,500,000.00",640.0,44.0,Chicago,Y
CUST-1557,John Williams,male,57,12-23-2023,79100.0,726.0,81.0,SF,Yes
 CUST-1460 ,Emma Jones,male,31 yrs,"May 25, 2023",-5000,581.0,8.0,NYC,no
,Emma Smith,Male,52,"March 26, 2023","$103,000.00",793.0,95.0,Chicago,no
CUST-1144,EMILY WILLIAMS,male,59,28/02/2020,"$97,400",691.0,90.0,NYC,Yes
CUST-1501,Jane Jones,Female,75,10/03/2021,"$92,600",698.0,11.0,chicago,no
CUST-1199,Jane Garcia,Female,38,24/03/2023,"$60,100.00",640.0,57.0,New York,No
CUST-1539,Emma Miller,F,55,01-08-2024,66400.0,800.0,,San Francisco,No
CUST-1177,David Johnson,male,47,2022-08-27,"$85,000.00",637.0,47.0,chicago,No
 CUST-1160 ,John Garcia,Male,70,"November 17, 2022","$57,400",999.0,9.0,chicago,
